#425
#41373
# what-if time: 276.9609661102295
# cost_requests: 1719994	cache_hits: 1503891
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22;

param a :=
1 43106304 # ['c_acctbal']
2 80330752 # ['c_address']
3 174383104 # ['c_comment']
4 39182336 # ['c_custkey']
5 52895744 # ['c_mktsegment']
6 68575232 # ['c_name']
7 39182336 # ['c_nationkey']
8 62693376 # ['c_phone']
9 1567334400 # ['l_commitdate']
10 1567334400 # ['l_discount']
11 1880809472 # ['l_extendedprice']
12 1410605056 # ['l_linestatus']
13 1567334400 # ['l_orderkey']
14 1567334400 # ['l_partkey']
15 1645707264 # ['l_quantity']
16 1567334400 # ['l_receiptdate']
17 1410605056 # ['l_returnflag']
18 1567334400 # ['l_shipdate']
19 3291414528 # ['l_shipinstruct']
20 2115903488 # ['l_shipmode']
21 1567334400 # ['l_suppkey']
22 1567334400 # ['l_tax']
23 8192 # ['n_name']
24 8192 # ['n_nationkey']
25 8192 # ['n_regionkey']
26 1273700352 # ['o_comment']
27 391905280 # ['o_custkey']
28 391905280 # ['o_orderdate']
29 391905280 # ['o_orderkey']
30 627048448 # ['o_orderpriority']
31 352714752 # ['o_orderstatus']
32 391905280 # ['o_shippriority']
33 470286336 # ['o_totalprice']
34 70541312 # ['p_brand']
35 70541312 # ['p_container']
36 128024576 # ['p_name']
37 52248576 # ['p_partkey']
38 52248576 # ['p_size']
39 96665600 # ['p_type']
40 209133568 # ['ps_availqty']
41 209133568 # ['ps_partkey']
42 209133568 # ['ps_suppkey']
43 230047744 # ['ps_supplycost']
44 8192 # ['r_name']
45 8192 # ['r_regionkey']
46 5349376 # ['s_address']
47 10313728 # ['s_comment']
48 5480448 # ['s_name']
49 2605056 # ['s_nationkey']
50 4177920 # ['s_phone']
51 2605056 # ['s_suppkey']
52 107765760 # ['c_acctbal', 'c_address']
7 2880 1933300.75
7 2881 1933300.75
7 2882 1933300.75
7 2883 1933300.75
7 2884 1933300.75
7 2885 1933300.75
7 2886 1933300.75
7 2887 1933300.75
7 2888 1933300.75
7 2889 1933300.75
7 2890 1933300.75
7 2891 1933300.75
7 2892 1933300.75
7 2893 1933300.75
7 2894 1933300.75
7 2895 1933300.75
7 2896 1933300.75
7 2897 1933300.75
7 2898 1933300.75
7 2899 1933300.75
7 2900 1933300.75
7 2901 1933300.75
7 2902 1933300.75
7 2903 1933300.75
7 2904 1933300.75
7 2905 1933300.75
7 2906 1933300.75
7 2907 1933300.75
7 2908 1933300.75
7 2909 1933300.75
7 2910 1933300.75
7 2911 1933300.75
7 2912 1933300.75
7 2913 1933300.75
7 2914 1933300.75
7 2915 1933300.75
7 2916 1933300.75
7 2917 1038574.39
7 2918 1933300.75
7 2919 1933300.75
7 2920 1933300.75
7 2921 1933300.75
7 2922 1933240.75
7 2923 1933300.75
7 2924 1933300.75
7 2925 1933300.75
7 2926 1933300.75
7 2927 1933300.75
7 2928 1933300.75
7 2929 1933300.75
7 2930 1933300.75
7 2931 1933300.75
7 2932 1933300.75
7 2933 1933300.75
7 2934 1038346.08
7 2935 1933300.75
7 2936 1933300.75
7 2937 1933300.75
7 2938 1933300.75
7 2939 1933300.75
7 2940 1933300.75
7 2941 1933300.75
7 2942 1933300.75
7 2943 1933140.75
7 2944 1933300.75
7 2945 1933300.75
7 2946 1933300.75
7 2947 1933300.75
7 2948 1038574.39
7 2949 1933300.75
7 2950 1933300.75
7 2951 1933300.75
7 2952 1907408.36
7 2953 1933300.75
7 2954 1933300.75
7 2955 1933300.75
7 2956 1933300.75
7 2957 1933300.75
7 2958 1933300.75
7 2959 1933300.75
7 2960 1933300.75
7 2961 1933300.75
7 2962 1933300.75
7 2963 1933300.75
7 2964 1933300.75
7 2965 1933300.75
7 2966 1933300.75
7 2967 1933300.75
7 2968 1933300.75
7 2969 1933300.75
7 2970 1933300.75
7 2971 1933300.75
7 2972 1933300.75
7 2973 1933300.75
7 2974 1933300.75
7 2975 1933300.75
7 2976 1933300.75
7 2977 1933300.75
7 2978 1933300.75
7 2979 1933300.75
7 2980 1933300.75
7 2981 1933300.75
7 2982 1933300.75
7 2983 1933300.75
7 2984 1933300.75
7 2985 1933300.75
7 2986 1933300.75
7 2987 1933300.75
7 2988 1933300.75
7 2989 1933300.75
7 2990 1933300.75
7 2991 1933300.75
7 2992 1933300.75
7 2993 1038542.72
7 2994 1933300.75
7 2995 1933300.75
7 2996 1933300.75
7 2997 1933300.75
7 2998 1933300.75
7 2999 1933300.75
7 3000 1933300.75
7 3001 1933300.75
7 3002 1933300.75
7 3003 1933300.75
7 3004 1933300.75
7 3005 1933300.75
7 3006 1933300.75
7 3007 1933300.75
7 3008 1933300.75
7 3009 1933300.75
7 3010 1933300.75
7 3011 1933300.75
7 3012 1933300.75
7 3013 1933300.75
7 3014 1933300.75
7 3015 1933300.75
7 3016 1933300.75
7 3017 1933300.75
7 3018 1933300.75
7 3019 1933300.75
7 3020 1933300.75
7 3021 1933300.75
7 3022 1933300.75
7 3023 1933300.75
7 3024 1933300.75
7 3025 1933300.75
7 3026 1933300.75
7 3027 1933300.75
7 3028 1933300.75
7 3029 1933300.75
7 3030 1933300.75
7 3031 1933300.75
7 3032 1933300.75
7 3033 1933300.75
7 3034 1933300.75
7 3035 1933300.75
7 3036 1933300.75
7 3037 1933300.75
7 3038 1933300.75
7 3039 1933300.75
7 3040 1933300.75
7 3041 1933300.75
7 3042 1933300.75
7 3043 1933300.75
7 3044 1933300.75
7 3045 1933300.75
7 3046 1933300.75
7 3047 1933300.75
7 3048 1933300.75
7 3049 1933300.75
7 3050 1933300.75
7 3051 1933300.75
7 3052 1933300.75
7 3053 1933300.75
7 3054 1933300.75
7 3055 1933300.75
7 3056 1933300.75
7 3057 1933300.75
7 3058 1933300.75
7 3059 1933300.75
7 3060 1933300.75
7 3061 1933300.75
7 3062 1933300.75
7 3063 1933300.75
7 3064 1933300.75
7 3065 1933300.75
7 3066 1933300.75
7 3067 1933300.75
7 3068 1933300.75
7 3069 1933300.75
7 3070 1933300.75
7 3071 1933300.75
7 3072 1933300.75
7 3073 1933300.75
7 3074 1038574.39
7 3075 1933300.75
7 3076 1933300.75
7 3077 1933300.75
7 3078 1933300.75
7 3079 1933300.75
7 3080 1933300.75
7 3081 1933300.75
7 3082 1933300.75
7 3083 1933300.75
7 3084 1933300.75
7 3085 1933300.75
7 3086 1933300.75
7 3087 1933300.75
7 3088 1933300.75
7 3089 1933300.75
7 3090 1933300.75
7 3091 1933300.75
7 3092 1933300.75
7 3093 1933300.75
7 3094 1933300.75
7 3095 1933300.75
7 3096 1933300.75
7 3097 1933300.75
7 3098 1933300.75
7 3099 1933300.75
7 3100 1933300.75
7 3101 1933300.75
7 3102 1933300.75
7 3103 1933300.75
7 3104 1933300.75
7 3105 1933300.75
7 3106 1933300.75
7 3107 1933300.75
7 3108 1933300.75
7 3109 1933300.75
7 3110 1933300.75
7 3111 1933300.75
7 3112 1933300.75
7 3113 1933300.75
7 3114 1933300.75
7 3115 1933300.75
7 3116 1933300.75
7 3117 1933300.75
7 3118 1933300.75
7 3119 1933300.75
7 3120 1933300.75
7 3121 1933300.75
7 3122 1933300.75
7 3123 1933300.75
7 3124 1933300.75
7 3125 1933300.75
7 3126 1933300.75
7 3127 1933300.75
7 3128 1933300.75
7 3129 1933300.75
7 3130 1933300.75
7 3131 1933300.75
7 3132 1933300.75
7 3133 1933300.75
7 3134 1933300.75
7 3135 1933300.75
7 3136 1933300.75
7 3137 1933300.75
7 3138 1933300.75
7 3139 1933300.75
7 3140 1933300.75
7 3141 1933300.75
7 3142 1933300.75
7 3143 1933300.75
7 3144 1933300.75
7 3145 1933300.75
7 3146 1933300.75
7 3147 1933300.75
7 3148 1933300.75
7 3149 1933300.75
7 3150 1933300.75
7 3151 1933300.75
7 3152 1933300.75
7 3153 1933300.75
7 3154 1933300.75
7 3155 1933300.75
7 3156 1933300.75
7 3157 1933300.75
7 3158 1933300.75
7 3159 1933300.75
7 3160 1933300.75
7 3161 1933300.75
7 3162 1933300.75
7 3163 1933300.75
7 3164 1933300.75
7 3165 1933300.75
7 3166 1933300.75
7 3167 1933300.75
7 3168 1933300.75
7 3169 1933300.75
7 3170 1933300.75
7 3171 1038499.4
7 3172 1933300.75
7 3173 1933300.75
7 3174 1933300.75
7 3175 1933300.75
7 3176 1933300.75
7 3177 1933300.75
7 3178 1933300.75
7 3179 1933300.75
7 3180 1038574.39
7 3181 1933300.75
7 3182 1933300.75
7 3183 1933300.75
7 3184 1933300.75
7 3185 1933300.75
7 3189 1933300.75
7 3196 1061708.19
7 3203 1061708.19
7 3205 1061420.14
7 3206 1061511.55
7 3207 1061721.52
7 3208 1061708.19
7 3211 1905952.44
7 3219 1061708.19
7 3222 1933240.75
7 3224 1061479.88
7 3227 1933140.75
7 3228 1061708.19
7 3229 1930542.16
7 3239 1061676.52
7 3258 1933488.75
7 3263 1061708.19
7 3288 1061633.2
7 3291 1061708.19
7 3296 1933300.75
7 3303 1061708.19
7 3310 1061708.19
7 3312 1061420.14
7 3313 1061511.55
7 3314 1061721.52
7 3315 1061708.19
7 3318 1905952.44
7 3326 1061708.19
7 3329 1933240.75
7 3331 1061479.88
7 3334 1933140.75
7 3335 1061708.19
7 3336 1930542.16
7 3346 1061676.52
7 3365 1933488.75
7 3370 1061708.19
7 3395 1061633.2
7 3398 1061708.19
7 3402 1933300.75
7 3427 1061708.19
7 3461 1061708.19
7 3464 1061420.14
7 3465 1061511.55
7 3468 1061721.52
7 3469 1061708.19
7 3488 1905952.44
7 3539 1061708.19
7 3544 1933240.75
7 3556 1061479.88
7 3565 1933140.75
7 3570 1061708.19
7 3574 1930542.16
7 3615 1061676.52
7 3689 1933488.75
7 3696 1061708.19
7 3793 1061633.2
7 3802 1061708.19
7 3809 1933300.75
7 3834 1061708.19
7 3868 1061708.19
7 3871 1061420.14
7 3872 1061511.55
7 3875 1061721.52
7 3876 1061708.19
7 3895 1905952.44
7 3946 1061708.19
7 3951 1933240.75
7 3963 1061479.88
7 3972 1933140.75
7 3977 1061708.19
7 3981 1930542.16
7 4022 1061676.52
7 4096 1933488.75
7 4103 1061708.19
7 4200 1061633.2
7 4209 1061708.19
7 4215 1933300.75
7 4240 1061708.19
7 4274 1061708.19
7 4277 1061420.14
7 4278 1061511.55
7 4281 1061721.52
7 4282 1061708.19
7 4301 1905952.44
7 4352 1061708.19
7 4357 1933240.75
7 4369 1061479.88
7 4378 1933140.75
7 4383 1061708.19
7 4387 1930542.16
7 4428 1061676.52
7 4502 1933488.75
7 4509 1061708.19
7 4606 1061633.2
7 4615 1061708.19
7 4621 1933300.75
7 4622 1933300.75
7 4623 1933300.75
7 4624 1933300.75
7 4625 1933300.75
7 4626 1933300.75
7 4627 1933300.75
7 4628 1933300.75
7 4629 1933300.75
7 4630 1933300.75
7 4631 1933300.75
7 4632 1933300.75
7 4633 1933300.75
7 4634 1933300.75
7 4635 1933300.75
7 4636 1933300.75
7 4637 1933300.75
7 4638 1933300.75
7 4639 1933300.75
7 4640 1933300.75
7 4641 1933300.75
7 4642 1933300.75
7 4643 1933300.75
7 4644 1933300.75
7 4645 1038574.39
7 4646 1933300.75
7 4647 1933300.75
7 4648 1933300.75
7 4649 1933300.75
7 4650 1933300.75
7 4651 1933300.75
7 4652 1933300.75
7 4653 1933300.75
7 4654 1933300.75
7 4655 1933300.75
7 4656 1933300.75
7 4657 1933300.75
7 4658 1933300.75
7 4659 1933300.75
7 4660 1933300.75
7 4661 1933300.75
7 4662 1933300.75
7 4663 1933300.75
7 4664 1933300.75
7 4665 1933300.75
7 4666 1933300.75
7 4667 1933300.75
7 4668 1933300.75
7 4669 1933300.75
7 4670 1933300.75
7 4671 1933300.75
7 4672 1933300.75
7 4673 1933300.75
7 4674 1933300.75
7 4675 1933300.75
7 4676 1933300.75
7 4677 1933300.75
7 4678 1933300.75
7 4679 1038574.39
7 4680 1933300.75
7 4681 1933300.75
7 4682 1038286.34
7 4683 1038377.74
7 4684 1933300.75
7 4685 1933300.75
7 4686 1038587.72
7 4687 1038574.39
7 4688 1933300.75
7 4689 1933300.75
7 4690 1933300.75
7 4691 1933300.75
7 4692 1933300.75
7 4693 1933300.75
7 4694 1933300.75
7 4695 1933300.75
7 4696 1933300.75
7 4697 1933300.75
7 4698 1933300.75
7 4699 1933300.75
7 4700 1933300.75
7 4701 1933300.75
7 4702 1933300.75
7 4703 1933300.75
7 4704 1933300.75
7 4705 1933300.75
7 4706 1905952.44
7 4707 1933300.75
7 4708 1933300.75
7 4709 1933300.75
7 4710 1933300.75
7 4711 1933300.75
7 4712 1933300.75
7 4713 1933300.75
7 4714 1933300.75
7 4715 1933300.75
7 4716 1933300.75
7 4717 1933300.75
7 4718 1933300.75
7 4719 1933300.75
7 4720 1933300.75
7 4721 1933300.75
7 4722 1933300.75
7 4723 1933300.75
7 4724 1933300.75
7 4725 1933300.75
7 4726 1933300.75
7 4727 1933300.75
7 4728 1933300.75
7 4729 1933300.75
7 4730 1933300.75
7 4731 1933300.75
7 4732 1933300.75
7 4733 1933300.75
7 4734 1933300.75
7 4735 1933300.75
7 4736 1933300.75
7 4737 1933300.75
7 4738 1933300.75
7 4739 1933300.75
7 4740 1933300.75
7 4741 1933300.75
7 4742 1933300.75
7 4743 1933300.75
7 4744 1933300.75
7 4745 1933300.75
7 4746 1933300.75
7 4747 1933300.75
7 4748 1933300.75
7 4749 1933300.75
7 4750 1933300.75
7 4751 1933300.75
7 4752 1933300.75
7 4753 1933300.75
7 4754 1933300.75
7 4755 1933300.75
7 4756 1933300.75
7 4757 1038574.39
7 4758 1933300.75
7 4759 1933300.75
7 4760 1933300.75
7 4761 1933300.75
7 4762 1933240.75
7 4763 1933300.75
7 4764 1933300.75
7 4765 1933300.75
7 4766 1933300.75
7 4767 1933300.75
7 4768 1933300.75
7 4769 1933300.75
7 4770 1933300.75
7 4771 1933300.75
7 4772 1933300.75
7 4773 1933300.75
7 4774 1038346.08
7 4775 1933300.75
7 4776 1933300.75
7 4777 1933300.75
7 4778 1933300.75
7 4779 1933300.75
7 4780 1933300.75
7 4781 1933300.75
7 4782 1933300.75
7 4783 1933140.75
7 4784 1933300.75
7 4785 1933300.75
7 4786 1933300.75
7 4787 1933300.75
7 4788 1038574.39
7 4789 1933300.75
7 4790 1933300.75
7 4791 1933300.75
7 4792 1907408.36
7 4793 1933300.75
7 4794 1933300.75
7 4795 1933300.75
7 4796 1933300.75
7 4797 1933300.75
7 4798 1933300.75
7 4799 1933300.75
7 4800 1933300.75
7 4801 1933300.75
7 4802 1933300.75
7 4803 1933300.75
7 4804 1933300.75
7 4805 1933300.75
7 4806 1933300.75
7 4807 1933300.75
7 4808 1933300.75
7 4809 1933300.75
7 4810 1933300.75
7 4811 1933300.75
7 4812 1933300.75
7 4813 1933300.75
7 4814 1933300.75
7 4815 1933300.75
7 4816 1933300.75
7 4817 1933300.75
7 4818 1933300.75
7 4819 1933300.75
7 4820 1933300.75
7 4821 1933300.75
7 4822 1933300.75
7 4823 1933300.75
7 4824 1933300.75
7 4825 1933300.75
7 4826 1933300.75
7 4827 1933300.75
7 4828 1933300.75
7 4829 1933300.75
7 4830 1933300.75
7 4831 1933300.75
7 4832 1933300.75
7 4833 1038542.72
7 4834 1933300.75
7 4835 1933300.75
7 4836 1933300.75
7 4837 1933300.75
7 4838 1933300.75
7 4839 1933300.75
7 4840 1933300.75
7 4841 1933300.75
7 4842 1933300.75
7 4843 1933300.75
7 4844 1933300.75
7 4845 1933300.75
7 4846 1933300.75
7 4847 1933300.75
7 4848 1933300.75
7 4849 1933300.75
7 4850 1933300.75
7 4851 1933300.75
7 4852 1933300.75
7 4853 1933300.75
7 4854 1933300.75
7 4855 1933300.75
7 4856 1933300.75
7 4857 1933300.75
7 4858 1933300.75
7 4859 1933300.75
7 4860 1933300.75
7 4861 1933300.75
7 4862 1933300.75
7 4863 1933300.75
7 4864 1933300.75
7 4865 1933300.75
7 4866 1933300.75
7 4867 1933300.75
7 4868 1933300.75
7 4869 1933300.75
7 4870 1933300.75
7 4871 1933300.75
7 4872 1933300.75
7 4873 1933300.75
7 4874 1933300.75
7 4875 1933300.75
7 4876 1933300.75
7 4877 1933300.75
7 4878 1933300.75
7 4879 1933300.75
7 4880 1933300.75
7 4881 1933300.75
7 4882 1933300.75
7 4883 1933300.75
7 4884 1933300.75
7 4885 1933300.75
7 4886 1933300.75
7 4887 1933300.75
7 4888 1933300.75
7 4889 1933300.75
7 4890 1933300.75
7 4891 1933300.75
7 4892 1933300.75
7 4893 1933300.75
7 4894 1933300.75
7 4895 1933300.75
7 4896 1933300.75
7 4897 1933300.75
7 4898 1933300.75
7 4899 1933300.75
7 4900 1933300.75
7 4901 1933300.75
7 4902 1933300.75
7 4903 1933300.75
7 4904 1933300.75
7 4905 1933300.75
7 4906 1933300.75
7 4907 1933300.75
7 4908 1933300.75
7 4909 1933300.75
7 4910 1933300.75
7 4911 1933300.75
7 4912 1933300.75
7 4913 1933300.75
7 4914 1038574.39
7 4915 1933300.75
7 4916 1933300.75
7 4917 1933300.75
7 4918 1933300.75
7 4919 1933300.75
7 4920 1933300.75
7 4921 1933300.75
7 4922 1933300.75
7 4923 1933300.75
7 4924 1933300.75
7 4925 1933300.75
7 4926 1933300.75
7 4927 1933300.75
7 4928 1933300.75
7 4929 1933300.75
7 4930 1933300.75
7 4931 1933300.75
7 4932 1933300.75
7 4933 1933300.75
7 4934 1933300.75
7 4935 1933300.75
7 4936 1933300.75
7 4937 1933300.75
7 4938 1933300.75
7 4939 1933300.75
7 4940 1933300.75
7 4941 1933300.75
7 4942 1933300.75
7 4943 1933300.75
7 4944 1933300.75
7 4945 1933300.75
7 4946 1933300.75
7 4947 1933300.75
7 4948 1933300.75
7 4949 1933300.75
7 4950 1933300.75
7 4951 1933300.75
7 4952 1933300.75
7 4953 1933300.75
7 4954 1933300.75
7 4955 1933300.75
7 4956 1933300.75
7 4957 1933300.75
7 4958 1933300.75
7 4959 1933300.75
7 4960 1933300.75
7 4961 1933300.75
7 4962 1933300.75
7 4963 1933300.75
7 4964 1933300.75
7 4965 1933300.75
7 4966 1933300.75
7 4967 1933300.75
7 4968 1933300.75
7 4969 1933300.75
7 4970 1933300.75
7 4971 1933300.75
7 4972 1933300.75
7 4973 1933300.75
7 4974 1933300.75
7 4975 1933300.75
7 4976 1933300.75
7 4977 1933300.75
7 4978 1933300.75
7 4979 1933300.75
7 4980 1933300.75
7 4981 1933300.75
7 4982 1933300.75
7 4983 1933300.75
7 4984 1933300.75
7 4985 1933300.75
7 4986 1933300.75
7 4987 1933300.75
7 4988 1933300.75
7 4989 1933300.75
7 4990 1933300.75
7 4991 1933300.75
7 4992 1933300.75
7 4993 1933300.75
7 4994 1933300.75
7 4995 1933300.75
7 4996 1933300.75
7 4997 1933300.75
7 4998 1933300.75
7 4999 1933300.75
7 5000 1933300.75
7 5001 1933300.75
7 5002 1933300.75
7 5003 1933300.75
7 5004 1933300.75
7 5005 1933300.75
7 5006 1933300.75
7 5007 1933300.75
7 5008 1933300.75
7 5009 1933300.75
7 5010 1933300.75
7 5011 1038499.4
7 5012 1933300.75
7 5013 1933300.75
7 5014 1933300.75
7 5015 1933300.75
7 5016 1933300.75
7 5017 1933300.75
7 5018 1933300.75
7 5019 1933300.75
7 5020 1038574.39
7 5021 1933300.75
7 5022 1933300.75
7 5023 1933300.75
7 5024 1933300.75
7 5025 1933300.75
7 5032 1061708.19
7 5039 1061708.19
7 5041 1061420.14
7 5042 1061511.55
7 5043 1061721.52
7 5044 1061708.19
7 5047 1905952.44
7 5055 1061708.19
7 5058 1933240.75
7 5060 1061479.88
7 5063 1933140.75
7 5064 1061708.19
7 5065 1930542.16
7 5075 1061676.52
7 5094 1933488.75
7 5099 1061708.19
7 5124 1061633.2
7 5127 1061708.19
7 5135 1061708.19
7 5142 1061708.19
7 5144 1061420.14
7 5145 1061511.55
7 5146 1061721.52
7 5147 1061708.19
7 5150 1905952.44
7 5157 1061708.19
7 5160 1933240.75
7 5162 1061479.88
7 5165 1933140.75
7 5166 1061708.19
7 5167 1930542.16
7 5176 1061676.52
7 5195 1933488.75
7 5200 1061708.19
7 5224 1061633.2
7 5227 1061708.19
7 5250 1061708.19
7 5284 1061708.19
7 5287 1061420.14
7 5288 1061511.55
7 5291 1061721.52
7 5292 1061708.19
7 5311 1905952.44
7 5362 1061708.19
7 5367 1933240.75
7 5379 1061479.88
7 5388 1933140.75
7 5393 1061708.19
7 5397 1930542.16
7 5438 1061676.52
7 5512 1933488.75
7 5519 1061708.19
7 5616 1061633.2
7 5625 1061708.19
7 5636 1061708.19
7 5643 1061708.19
7 5645 1061420.14
7 5646 1061511.55
7 5647 1061721.52
7 5648 1061708.19
7 5651 1905952.44
7 5659 1061708.19
7 5662 1933240.75
7 5664 1061479.88
7 5667 1933140.75
7 5668 1061708.19
7 5669 1930542.16
7 5679 1061676.52
7 5698 1933488.75
7 5703 1061708.19
7 5728 1061633.2
7 5731 1061708.19
7 5752 1061708.19
7 5786 1061708.19
7 5789 1061420.14
7 5790 1061511.55
7 5793 1061721.52
7 5794 1061708.19
7 5813 1905952.44
7 5864 1061708.19
7 5869 1933240.75
7 5881 1061479.88
7 5890 1933140.75
7 5895 1061708.19
7 5899 1930542.16
7 5940 1061676.52
7 6014 1933488.75
7 6021 1061708.19
7 6118 1061633.2
7 6127 1061708.19
7 6137 1061708.19
7 6144 1061708.19
7 6146 1061420.14
7 6147 1061511.55
7 6148 1061721.52
7 6149 1061708.19
7 6152 1905952.44
7 6160 1061708.19
7 6163 1933240.75
7 6165 1061479.88
7 6168 1933140.75
7 6169 1061708.19
7 6170 1930542.16
7 6180 1061676.52
7 6199 1933488.75
7 6204 1061708.19
7 6229 1061633.2
7 6232 1061708.19
7 6251 1061708.19
7 6285 1061708.19
7 6288 1061420.14
7 6289 1061511.55
7 6292 1061721.52
7 6293 1061708.19
7 6312 1905952.44
7 6363 1061708.19
7 6368 1933240.75
7 6380 1061479.88
7 6389 1933140.75
7 6394 1061708.19
7 6398 1930542.16
7 6439 1061676.52
7 6513 1933488.75
7 6520 1061708.19
7 6617 1061633.2
7 6626 1061708.19
7 6648 1061708.19
7 6682 1061708.19
7 6685 1061420.14
7 6686 1061511.55
7 6689 1061721.52
7 6690 1061708.19
7 6709 1905952.44
7 6760 1061708.19
7 6765 1933240.75
7 6777 1061479.88
7 6786 1933140.75
7 6791 1061708.19
7 6795 1930542.16
7 6836 1061676.52
7 6910 1933488.75
7 6917 1061708.19
7 7014 1061633.2
7 7023 1061708.19
7 7031 1061708.19
7 7038 1061708.19
7 7040 1061420.14
7 7041 1061511.55
7 7042 1061721.52
7 7043 1061708.19
7 7046 1905952.44
7 7054 1061708.19
7 7057 1933240.75
7 7059 1061479.88
7 7062 1933140.75
7 7063 1061708.19
7 7064 1930542.16
7 7074 1061676.52
7 7093 1933488.75
7 7098 1061708.19
7 7123 1061633.2
7 7126 1061708.19
7 7130 1061708.19
7 7137 1061708.19
7 7139 1061420.14
7 7140 1061511.55
7 7141 1061721.52
7 7142 1061708.19
7 7145 1905952.44
7 7153 1061708.19
7 7156 1933240.75
7 7158 1061479.88
7 7161 1933140.75
7 7162 1061708.19
7 7163 1930542.16
7 7173 1061676.52
7 7192 1933488.75
7 7197 1061708.19
7 7222 1061633.2
7 7225 1061708.19
7 7229 1061708.19
7 7236 1061708.19
7 7238 1061420.14
7 7239 1061511.55
7 7240 1061721.52
7 7241 1061708.19
7 7244 1905952.44
7 7252 1061708.19
7 7255 1933240.75
7 7257 1061479.88
7 7260 1933140.75
7 7261 1061708.19
7 7262 1930542.16
7 7272 1061676.52
7 7291 1933488.75
7 7296 1061708.19
7 7321 1061633.2
7 7324 1061708.19
7 7328 1061708.19
7 7335 1061708.19
7 7337 1061420.14
7 7338 1061511.55
7 7339 1061721.52
7 7340 1061708.19
7 7343 1905952.44
7 7351 1061708.19
7 7354 1933240.75
7 7356 1061479.88
7 7359 1933140.75
7 7360 1061708.19
7 7361 1930542.16
7 7371 1061676.52
7 7390 1933488.75
7 7395 1061708.19
7 7420 1061633.2
7 7423 1061708.19
7 7427 1061708.19
7 7434 1061708.19
7 7436 1061420.14
7 7437 1061511.55
7 7438 1061721.52
7 7439 1061708.19
7 7442 1905952.44
7 7450 1061708.19
7 7453 1933240.75
7 7455 1061479.88
7 7458 1933140.75
7 7459 1061708.19
7 7460 1930542.16
7 7470 1061676.52
7 7489 1933488.75
7 7494 1061708.19
7 7519 1061633.2
7 7522 1061708.19
7 7526 1061708.19
7 7533 1061708.19
7 7535 1061420.14
7 7536 1061511.55
7 7537 1061721.52
7 7538 1061708.19
7 7541 1905952.44
7 7549 1061708.19
7 7552 1933240.75
7 7554 1061479.88
7 7557 1933140.75
7 7558 1061708.19
7 7559 1930542.16
7 7569 1061676.52
7 7588 1933488.75
7 7593 1061708.19
7 7618 1061633.2
7 7621 1061708.19
7 7625 1061708.19
7 7632 1061708.19
7 7634 1061420.14
7 7635 1061511.55
7 7636 1061721.52
7 7637 1061708.19
7 7640 1905952.44
7 7648 1061708.19
7 7651 1933240.75
7 7653 1061479.88
7 7656 1933140.75
7 7657 1061708.19
7 7658 1930542.16
7 7668 1061676.52
7 7687 1933488.75
7 7692 1061708.19
7 7717 1061633.2
7 7720 1061708.19
7 7724 1061708.19
7 7731 1061708.19
7 7733 1061420.14
7 7734 1061511.55
7 7735 1061721.52
7 7736 1061708.19
7 7739 1905952.44
7 7747 1061708.19
7 7750 1933240.75
7 7752 1061479.88
7 7755 1933140.75
7 7756 1061708.19
7 7757 1930542.16
7 7767 1061676.52
7 7786 1933488.75
7 7791 1061708.19
7 7816 1061633.2
7 7819 1061708.19
7 7823 1061708.19
7 7830 1061708.19
7 7832 1061420.14
7 7833 1061511.55
7 7834 1061721.52
7 7835 1061708.19
7 7838 1905952.44
7 7846 1061708.19
7 7849 1933240.75
7 7851 1061479.88
7 7854 1933140.75
7 7855 1061708.19
7 7856 1930542.16
7 7866 1061676.52
7 7885 1933488.75
7 7890 1061708.19
7 7915 1061633.2
7 7918 1061708.19
7 7922 1061708.19
7 7929 1061708.19
7 7931 1061420.14
7 7932 1061511.55
7 7933 1061721.52
7 7934 1061708.19
7 7937 1905952.44
7 7945 1061708.19
7 7948 1933240.75
7 7950 1061479.88
7 7953 1933140.75
7 7954 1061708.19
7 7955 1930542.16
7 7965 1061676.52
7 7984 1933488.75
7 7989 1061708.19
7 8014 1061633.2
7 8017 1061708.19
7 8024 1061708.19
7 8058 1061708.19
7 8061 1061420.14
7 8062 1061511.55
7 8065 1061721.52
7 8066 1061708.19
7 8085 1905952.44
7 8136 1061708.19
7 8141 1933240.75
7 8153 1061479.88
7 8162 1933140.75
7 8167 1061708.19
7 8171 1930542.16
7 8212 1061676.52
7 8286 1933488.75
7 8293 1061708.19
7 8390 1061633.2
7 8399 1061708.19
7 8406 1061708.19
7 8413 1061708.19
7 8415 1061420.14
7 8416 1061511.55
7 8417 1061721.52
7 8418 1061708.19
7 8421 1905952.44
7 8429 1061708.19
7 8432 1933240.75
7 8434 1061479.88
7 8437 1933140.75
7 8438 1061708.19
7 8439 1930542.16
7 8449 1061676.52
7 8468 1933488.75
7 8473 1061708.19
7 8498 1061633.2
7 8501 1061708.19
7 8504 1061708.19
7 8511 1061708.19
7 8513 1061420.14
7 8514 1061511.55
7 8515 1061721.52
7 8516 1061708.19
7 8519 1905952.44
7 8527 1061708.19
7 8530 1933240.75
7 8532 1061479.88
7 8535 1933140.75
7 8536 1061708.19
7 8537 1930542.16
7 8547 1061676.52
7 8566 1933488.75
7 8571 1061708.19
7 8596 1061633.2
7 8599 1061708.19
7 8603 1061708.19
